CASEID,ORDER,PRIEST,POSITION,PRIMARY,PAID,AREA,SPADMIN,SPCHILD,SPCOMM,SPFAMILY,SPMEDIA,SPMUSIC,SPOUT,SPCARE,SPPREACH,SPPSYCH,SPRELED,SPSPIRIT,SPTECH,SPVOLCOR,SPWORLEAD,SPWORTECH,SPYADULT,SPYOUTH,SPOTHER,GENLEAD,YEARLEAD,STFPREV,YEARSTF,MBRPREV,TIMESERV,DIFFOCC,HRCONG,SERVOTH,HROTHCNG,CHAPLAIN,CHAPUNI,CHAPHOSP,CHAPNURS,CHAPJAIL,CHAPPOL,CHAPOTH,HRCHAP,OTHERJOB,HROTHJOB,HRTOTAL,PREACH,CLASS,VISIT,COUNSEL,COTHCONG,CDEN,COTHDEN,CNONPRFT,CPUBSCHL,CPRVSCHL,CCOLLEGE,CSEM,CBIZ,CHOSP,CGOV,CADVOC,WORKSAT,LVCNGWRK,LVRELWRK,GOD,DOUBT,POSTLIFE,HEAVEN,HELL,MIRAHEAL,PROSPER,REINCAR,ASTROL,RESURECT,ADAMEVE,BIBLE,GRACE,PRAYSOLO,ALLTRUE,MINEBEST,CONVERT,NOFRIEND,LDRWOMEN,ORIENT,GAYMARRY,MIHELP,MIHELP2,MIPSYCH,MISERM,MIPRAY,MICLASS,MILEARN,SERIOUS,CHEM,GENES,TRAUMA,DEMON,NOSUPP,NOFAITH,STRESS,SEEKHELP,TAKEMEDS,RELIGACT,DISASTRO,DISCLIMA,DISENVIR,DISEVOLU,DISPSYCH,DISPOLLS,DISSTEM,DISVAX,DISMED,DISOTH,SIXDAYS,YNGEARTH,CREMIRAC,EVOLVED,GODEVOLV,LAWEVOLV,EVNOGOD,CLIMCHNG,SCICONFL,SCIRELIG,RELICHNG,SCIHOSTL,RESCHAR,RESFORGV,RESHMBL,RESGRAT,RESGENER,RESCNTL,RESPRAY,RESDISC,VSTDYING,VSTOFTN,ALLOWDIE,EUTHA,HOPEMIRA,PALIATIVE,PARTYID7,POLVIEWS,POLGROUP,TOOKSTND,PRAYISSUE,URGEVOTE,URGEACT,LOBBIED,PROTEST,ACTABORT,ACTCAPUN,ACTECON,ACTEDUC,ACTENVIR,ACTFORGN,ACTLGBT,ACTGUN,ACTHEAL,ACTHUNGR,ACTIMM,ACTPOLIC,ACTRACE,ACTOTH,ENDORSE,TAXENDRS,POLCOMP,VOTE,VOTEWHO,INFOBOOK,INFOZINE,INFOWEB,INFOPOD,INFOSOC,GENDER,RACE,YEARBORN,WHEREBRN,EDUC,ATSEM,MARSTAT,ROMRELAT,NUMKID,HEALTH,CAREDFOR,LACKINT,DEPRESS,HAPPY,SATLIFE,LIFEGOOD,BMI,BMICAT,CONGSAL,CONGLIVE,OTHINC,OTHAMT,HHINCOME,STULOAN,LOANAMT,FINSATIS,CHALWELL,CHALTECH,CHALRACE,CHALLGBT,CHALLEAD,CHALGEN,CHALCASH,CHALFEM,CHALFACIL,CHALDENOM,CHALCOMIT,CHALOTH,cong_region,cong_size,cong_trad,cong_race,DURATION,SURVEYDATE,SURVEYYEAR,COVID,MODE_NSRL,WT_NSRL_ALL_IGN,WT_NSRL_ALL_DUP,WT_NSRL_ALL_ATTENDEE,WT_NSRL_PRIMARY_IGN,WT_NSRL_PRIMARY_DUP,WT_NSRL_PRIMARY_ATTENDEE,WT_NSRL_NONP_IGN,WT_NSRL_NONP_DUP,WT_NSRL_NONP_ATTENDEE
1470, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1, , , , ,15,1,50,2, ,1,2,1,2,1,2,2,4,2, ,40,8,7,8,8,1,1,1,1,2,1,2,2,1,1,1,1,3,2,2,1,1,5,5,5,5,4,1,1,5,5,2,5,6,1,1,7,1,7,1,1,1,3,3,2,2,2,2,4,3,2,3,2,3,2,4,4,2,4,1,2,1,3,1,2,2,1,2, ,5,4,5,2,5,1,1,2,4,3,1,5,1,1,1,3,3,3,1,1,1,2,3,1,3,1,5,6,1,2,2,3,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,3,1,2,4,2,4,3,4,1,3, ,1,3,2,2, , ,4,5,2,2,5,5,3,36.1263888888889,4,7,1,2,0,7,1,1,2, , , , , , , , , , , , ,1,3,2,3, ,10/15/2019,2019,2,3,.456648527805097,.488936293704824,.261616671452285,.447551833234401,.489135503051416,.527724997567911,0,0,0
1471, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,8,1,12,1,20,2, , , , , , , ,2, ,32,7,2,5,2,2,1,2,2,2,2,2,2,2,2,1,2,4,2,2,1,2,4,3,3,5,4,2,2,5,2,3,5,5,3,6,5,2,7,4,3,2,1,1,1,2,1,1,2,2,3,1,1,3,3,3,4,2,4,1,1,1,1,1,1,1,1,1, ,3,1,3,3,3,3,3,1,4,3,2,2,3,3,3,3,3,3,1,1,1,5,7,4,1,4,1,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1, ,2,1,4,2,5,5,3,6,1,3,1,4,4,2,5, ,2, ,3,1,5,1,1,6,6,7,22.707730006683,2,2,1,2,0,6,2,0,3, , , , , , , , , , , , ,1,1,4,1,50,12/5/2019,2019,2,1,3.61919062078358,3.81471780377028,.191755096737024,3.54709431549461,3.81627205010237,.38680240596837,0,0,0
1472, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,32,2,40,2, ,2, , , , , , , ,2, ,40,8,8,8,8,1,1,1,1,2,2,2,1,2,1,2,2,4,2,2,1,1,5,5,5,5,2,1,1,5,5,2,6,6,1,7,6,2,7,6,1,1,3,3,3,2,2,3,4,3,3,3,2,1,2,4,4,2,4,1,2,2,3,1,3,1,1,1, ,4,3,5,1,2,1,1,3,1,3,1,6,1,1,1,1,1,1,1,1,1,3,6,1,2,1,5,6,3,3,3,3,3,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1, ,2,4,2,1,2,5,3,6,6,2,1,1,4,1,5, ,2, ,0,3,2,2,2,4,4,4,35.9365354938272,4,7,2,1,1,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,28.4,11/26/2019,2019,2,1,.267300352751565,.281741284567847,.188831188591809,.261975579934914,.281856075590582,.380904389568052,0,0,0
1473, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,29,1,60,2, ,2, , , , , , , ,2, ,60,6,7,5,8,1,1,1,1,2,2,1,2,2,2,2,2,3,2,2,1,1,5,5,5,5,1,1,1,5,5,1,2,5,1,7,7,1,6,1,1,1,2,2,1,1,1,1,3,3,3,4,2,2,1,4,4,1,3,1,1,1,1,1,2,1,1,1, ,4,4,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,6,1,4,2,7,6,1,3,3,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2, ,2,2,2,1,2,6,5,6,5,2,1,1,4,1,3,1,2, ,1,2,5,1,1,6,6,5,29.6792690611216,3,8,2,2,0,9,1,6,3,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,1,19.3,8/19/2019,2019,2,2,.273545063717909,.292886326073011,.264457578835791,.268095892759395,.293005657966335,.533455587418048,0,0,0
1474, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,1, ,1,10,1,50,2, ,2, , , , , , , ,2, ,50,8,8,2,5,2,1,2,1,1,2,2,1,2,2,1,1,3,2,2,1,1,5,5,5,5,1,1,1,5,5,2,5,5,1,7,7,1,1,1,1,2,1,3,1,1,1,2,4,4,2,3,1,2,3,4,4,2,3,1,1,1,2,1,3,1,1,1, ,5,5,5,1,1,1,1,2,3,1,1,7,3,1,1,1,1,1,1,1,1,3,2,1,2,1,7,6,1,2,2,3,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,3,1,2,3,3,4,2,2,1,1,4,2,2,2,2, ,0,3,3,1,1,4,5,4,47.9888678848981,4,6,2,2,0,6,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,3,2,2,5,54.4,9/9/2019,2019,2,1,2.93762943556441,3.14533730220651,1.20964580294198,2.87911021101844,3.14661882005832,2.440059820622,0,0,0
1475, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,1,10,1,15,2, ,2, , , , , , , ,1,35,50,7,3,2,4,1,2,2,1,1,2,2,2,1,2,1,1,3,2,2,1,1,5,5,5,5,1,1,1,5,4,2,5,5,1,7,5,2,7,1,1,2,1,1,1,1,1,1,4,4,2,4,1,3,1,4,4,4,4,1,1,1,2,2,2,1,1,3, ,3,3,5,1,2,1,1,2,1,3,1,5,1,2,2,2,2,2,2,1,1,3,7,1,4,1,7,6,1,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1, ,2,2,3,1,2,2,2,2,2,1,1,1,3,1,3,2,2, ,0,1,5,1,1,6,5,6,29.9946666666667,3,6,2,1,11,12,1,1,3,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,5,43.6,5/11/2020,2020,1,1,1.03102388635785,1.1039234050309,.553762263766946,1.01048531277618,1.10437318113269,1.11703198300538,0,0,0
1476, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,10,1,55,2, ,2, , , , , , , ,2, ,55,8,7,7,6,2,1,2,1,2,1,2,2,2,2,2,2,4,2,2,1,2,5,5,5,5,1,1,1,5,5,2,6,4,1,7,6,3,2,1,1,1,2,2,1,1,1,2,3,4,4,3,3,4,1,4,4,4,4,2,2,2,4,3,4, , ,2, ,5,2,5,1,1,1,1,2,2,3,2,3,3,1,1,1,3,3,1,1,1,3,6,1,1,3,6,6,1,1,3,1,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2, ,2,2,2,1,2,3,2,6,4,6,1,1,5,1,5, ,2, ,2,3,4,2,3,2,4,5,49.7859551676255,4,8,1,2,0,8,1,10,2,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,1,30.4,12/16/2019,2019,2,1,.893423378388537,.95659372305034,1.0556856634876,.875625884034218,.956983472007363,2.1294962247774,0,0,0
1477, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,40, ,40,2, ,2, , , , , , , ,1,20,60,7,1,7,4,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,2,6,6,1,7,7,1,1,1,1,2,1,1,1,2,1,2,4,4,4,4,2,1,4,4,3,4,4,1,1,1,4,1,1,1,1,1, ,5,5,5,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,4,1,7,7,1,2,2,3,3,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1, ,2,4,3,1,2,5,1,5,1,1,1,1,3,1,3,2,2, ,0,3,5,1,1,5,6,7,27.9934210526316,3,3,2,1, ,7,1,2,2, , , , , , , , , , , , ,2,1,2,1,43.5,1/30/2020,2020,2,2,10.4158173584392,11.1522775724687,.745910503880142,10.2083284398407,11.1568213912787,1.50462742554165,0,0,0
1478, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1, ,2, ,2,14,2,44, , ,2, , , , , , , ,2, ,44,7,8,8,8,1,2,1,1,1,2,2,2,1,1,1,2,4,1, ,1,1,5,5,5,5,5,2,1,5,5,1,6,6,2,7,4,4,4,1,1,1,3,5,2,5,2,3,4,2,2, ,1,4,4,4,4,4,4,1,1,1,1,1,3,1,1,1, ,5,5,5,1,1,1,1,2,5,4,1,7,3,1,1,1,1,1,1,1,1,4,1,1,4,1,7,7,2,3,3,3,3,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1, ,1, ,3,1,2,5,5,6,6,1,1,1,3,1,2,2,2, ,0,2,5,1,1,6,6,7,37.018644494835,4,7,1,2,0,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,36.5,2/3/2020,2020,2,1,1.18610266205098,1.25018199263723,.314215600299584,1.16247483235442,1.25069135948334,.633825917833913,0,0,0
1479, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,21,1,50,2, ,2, , , , , , , ,2, ,50,8,7,4,3,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,1,1,5, ,5,5,1,3,1,5,2,3,2,5,1,7,5,2,7,7,5,2,1,2,1,1,1,1,3, ,3,3,1,3,1,3,2,4,4,2,2,2,2,2,2,1,1,2, ,1,1,2,4,4,2,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,4,7,3,2,1,1,1,2,2,2,3,2,1,1, , , , , , , , , , , , , , ,2,2,1,1,1,3,3,3,2,2,1,1,3,1,5, ,2, ,0,4,1,3,3,2,1,1,29.6951331496786,3,6,1,1,1,8,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,1,33.5,5/15/2020,2020,1,1,.908201148819884,.957266818694875,.176436703797253,.890109272997401,.957656841894054,.355902621057837,0,0,0
1480, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,25,1,50,2, ,2, , , , , , , ,2, ,50,7,5,4,8,1,1,2,1,2,2,2,2,2,2,1,1,3,2,2,2,2,5,5,1,2,1,2,2,4,1,3,6,4,6,5,1,1,7,7,5,1,2,2,1,1,1,1,3,3,3,3,1,4,1,4,4,4,3,1,2,1,1,1,1,1,1,1, ,1,1,5,5,5,1,1,1,1,4,3,1,2,1,1,1,2,2,2,2,1,2,7,7,1,2,2,4,1,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1, ,1, ,5,1,1,4,2,6,3,5,1,1,5,1,5, ,2, ,2,2,5,2,2,5,5,5,28.2863905325444,3,7,2,1,1,7,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,1,61.9,5/22/2020,2020,1,1,1.0114989395796,1.06614528429388,.232232494804262,.991349313879137,1.06657966829889,.468452152056835,0,0,0
1481, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,4,2, ,2,19,1,50,2, ,1,2,1,2,2,1,2,5,2, ,55,7,5,8,5,1, ,1,1, ,1, , , ,1, ,1,4,2,1,1,2,5,5,3,4,1,1,1,5,3,3,6,4,2,5,2,1,7,5,2,1,3,2,2,1,1,2,4,3,3,3,2,2,1,2,4,4,4,1,2,3,1,2,3,1,1,2, ,2,1,4,2,4,2,1,2,2,3,2,4,3,3,2,3,1,3,1,1,1,3,6,4,1,1,5,5,1,2,3,3,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2, ,2,1,3,1,2,3,2,2,2,2,1,1,4,1,5, ,2, ,0,2,5,1,1,4,6,4,29.1242857142857,3,7,2,1,1,10,2,0,2, , , , , , , , , , , , ,2,2,2,1,32.7,2/15/2019,2019,2,1,.620162254918905,.664011413489312,.199853248056085,.607808275274238,.664281954419722,.403137744467375,0,0,0
1482, , ,1,1,2, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,44,1,50,2, ,2, , , , , , , ,1,15,65,5,7,8,7,1,1,1,2,2,2,2,2,1,2,2,2,4,2,1,1,1,5,5,2,5,5,1,5,5,5,2,6,6,1,7,7,1,6,1,1,1,3,4,1,2,1,2,4,3,2,2,2,4,4,3,2,3,4,2,1,1,1,2,3,1,2,2, ,5,3,5,1,1,1,1,3,4,2,1,7,2,1,1,1,2,2,1,1,1,3,1,1,4,1, ,6,1,3,3,3,3,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2, ,2,5,3,1,2,5,4,5,1,2,1,1,2,1,3,2,2, ,0,1,5,1,1,6,6,6,25.0149219467401,3, ,2,1,5,7,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,76.4,4/16/2019,2019,2,1,5.17677932186306,4.30469485701007,.529207773592765,5.07365497680664,4.30644873672974,1.06750143055427,0,0,0
1483,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,4,2, ,2,29,1,50,2, ,1,2,2,2,2,2,1,1,1,2,53,8,4,7,8,2,1,2,1,2,1,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,3,1,1,5,1,3,6,5,1,6,3,2,4,7,1,1,5,5,1,1,3,5,4,3,3,3,1,3,1,4,4,4,3,1,1,1,1,2,3,1,1,2, ,1,1,2,1,5,1,1,3,1,2,1,4,1,1,3,1,3,1,1,1,1,5,7,1,2,3,7,6,1,3,3,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,3,1,2,6,6,6,1,2,1,1,2,1,5, ,3,2,0,2,5,1,1,5,6,7,29.2858559809562,3,5,1,1,2,6,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,46.5,3/6/2019,2019,2,1,.236179188441732,.232682775605365,.212829657337967,.231474366657819,.232777578515863,.429313352920411,0,0,0
1484, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,1, ,2,21,2,55,2, ,2, , , , , , , ,2, ,60,8,7,3,3,1,1,1,1,2,2,1,1,1,1,1,1,4,1,1,1,2,5,5,5,5,3,1,1,5,4,2,5,4,2,7,6,5,7,2,1,1,2,4,1,1,1,3,3,3,3,3,2,3,3,4,4,4,4,2,1,1,3,4,3,1,1,1, ,4,1,5,3,4,4,1,1,3,2,2,5,1,1,1,1,1,1,1,1,2,1,6,2,3,1,3,4,3,3,3,3,3,3,3,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1, ,2,1,1,6,6,6,3,6,1,2,5,1,5, ,2, ,1,2,5,1,1,6,6,7,28.7492283950617,3,13,2,1,7,13,2,0,3,0,0,0,0,0,0,1,0,1,0,1,0,3,5,3,2,34,6/9/2020,2020,1,1,.0783486512957771,.0825393188560989,1.37382921577509,.0767879022569281,.0825729481938861,2.77124548496468,0,0,0
1485, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,7,2,60,2, ,2, , , , , , , ,1,10,70,8,8,5,8,1,1,1,1,2,1,1,1,1,2,2,1,2,3,1,1,1,5,5,5,5,3,1,1, , , ,6,6,1,7,7,5,1,1,1,1,2,3,1,1,1,2,4,3,3,4,2,4,4,4,4,3,4,2,2,2,1,1,3,1,1,2,2,5,2,5,1,3,1,1,1,2,1,1,4,1,3,3,3,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,6,5,31.3,9/6/2019,2019,2,1,.434653637582951,.473366360484714,.76329090296664,.425995093550982,.473559226108692,1.53968662499838,0,0,0
1486,2,1,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,2,15,1,17.5,2, ,1,2,2,2,2,2,1,17.5,1,40,50,8,7,6,5,1,1,1,1,2,1,2,2,1,2,1,1,4,1,1,1,1,5,5,5,5,1,1,1,5,5,2,6,6,1,7,4,1,1,1,1,1,4,3,2,2,1,2,4, , , , , , , ,4,4,4,1,1,1,1,1,1,2,1,1, ,3,3,5,1,1,1,1,3,1,4,1,4,1,1,1,1,1,1,1,1,1,3,7,1,4,4,5,6,1,3,1,3,3,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2, ,2,4, ,1,2,2,1,5,1,5,1,1,3,1,5, ,2, ,0,2,5,1,1,6,6,7, , , ,1,2,0, , , ,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1, ,6/17/2019,2019,2,3,2.33680719259494,2.43206839237506,1.12410985603292,0,0,0,2.3979018641817,2.43082740801872,.688752649967433
1487, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,2,2, ,2,38,2,50,2, ,2, , , , , , , ,1,2,52,8,7,6,7,2,1,2,2,2,2, ,1,2,2,2,2,4,1,1,1,2,5,5,5,5,1,1,1,5,5,2,6,6,1,7,6,1,7,1,1,1,2,3,2,1,1,2,4,3,3,3,1,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1, ,3,2,5,1,4,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,2,2,6,6,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2, ,2,2,3,1,3,5,4,4,1,1,1,1,3,1,5, ,2, ,0,3,5,1,1,5,6,6,29.1560570987654,3,11,2,1,1,12,1,2,3, , , , , , , , , , , , ,3,4,2,1,37.5,5/6/2019,2019,2,1,.395235232223543,.423180712995584,.513719023144193,.38736192491563,.423353131272589,1.0362580057854,0,0,0
1488, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,16,2,60,2, ,2, , , , , , , ,1,15,75,7,7,5,5,1,1,1,1,1,2,2,2,1,2,1,1,3,2,2,2,2,5,5,5,5,2,1,1,5,4,3,2,4,2,7,5,2,7,1,1,1,5,4,2,1,1,1,4,3,3,3,2,3,2,4,4,3,4,1,1,2,2,3,4,1,1,1, ,3,3,4,2,3,2,1,2,2,2,2,6,2,2,2,2,2,2,2,2,1,2,6,2,2,2,6,5,1,2,1,3,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1, ,2,1,3,1,2,2,3,3,4,3,1,1,6,1,3,2,2, ,1,3,3,3,2,4,5,5,27.9765306122449,3,4,2,1,1,7,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,34.8,5/30/2019,2019,2,1,3.13098728024074,3.35236669610209,.448440332520702,3.0686162590749,3.35373256480045,.904579865171178,0,0,0
1489, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,29,2,45,2, ,2, , , , , , , ,1,8,53,7,5,7,8,1,1,2,1,1,2,2,1,1,2,1,1,4,2,2,1,2,5,5,5,5,1,1,1,5,5,2,6,6,1,7,2,1,5,1,1,1,4,4,3,1,1,4,4,4,4,4,1,4,1,4,4,4,4,3,2,3,4,4,3,1,1,3, ,1,1,5,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,4,7,1,2,4,5,5,1,2,3,3,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1, ,2,1,4,1,3,6,6,6,4,4,1,1,5,1,5, ,2, ,1,1,3,1,1,5,5,5,22.5941230486685,2,10,2,1,1,11,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,1,41.1,5/29/2020,2020,1,1,1.7855327151188,1.91178049388459,2.63407659377616,1.74996390285636,1.91255941855824,5.3133772260295,0,0,0
1490, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,4,2, ,2,10,2,52,2, ,2, , , , , , , ,2, ,52,6,6,4,5,1,1,2,1,2,1,2,2,2,2,1,2,4,1,1,2,2,5,5,5,3,1,1,1,5,4,2,6,6,1,7,7,2,3,2,1,1,2,2,2,1,1,3,4,3,3,3,2,3,2,2,4,4,3,3,1,1,3,2,3,1,1,1, ,2,2,4,2,2,1,1,1,2,3,2,5,3,3,3,3,3,3,3, ,1,3,6,1,1,3,4,4,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1, ,2,3,4,1,3,5,3,5,2,2,1,1,5,1,5, ,2, ,2,1,5,1,1,6,5,6,23.4958222222222,2,7,1,1,1,7,1,5,2, , , , , , , , , , , , ,2,3,2,1,28.3,9/16/2019,2019,2,2,.400676642256847,.429006863069909,.251070360207568,.392694939011812,.429181655119457,.506451307152567,0,0,0
1491, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,12,2,55,2, ,2, , , , , , , ,1,6,61,7,8,7,5,1,1,1,1,1,2,1,2,1,2,1,1,3,3,2,1,1,5,5,5,5,3,1,3,5,1,3,4,5,1,7,6,3,7,6,1,1,3,2,1,1,2,2,3,3,3,3,1,3,2,3,4,3,4,2,2,2,3,1,1,1,1,2, ,2,2,4,1,4,4,1,3,3,3,2,6,1,1,1,1,2,2,1,2,1,5,7,7,2,1, ,5,2,3,2,3,3,3,1,1,2,1,1,2,2,2,2,1,1,2,2,1, ,2,1,3,1,2,2,4,5,1,2,1,1,3,1,5, ,2, ,0,4,4,2,3,3,2,2,39.1801463689248,4,7,2,1,6,8,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1,37.2,4/16/2019,2019,2,1,1.85510787998861,1.95533029320653,.327629782694169,1.81815309145341,1.95612696155595,.660884588568698,0,0,0
1492, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,33,2,60,2, ,2, , , , , , , ,2, ,60,6,4,8,3,1,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,5,5,4,5,1,1,1,5,3,3,4,5,2,6,2,1,7,7,5,2,1,2,2,2,1,1,4,4,4,4,1,2,1,3,4,4,2,1,2,2,1,2,3,1,1,1, ,2,1,5,3,4,2,1,1,1,3,3,2,1,1,3,1,1,3,1,1,1,3,7,6,1,3,1,3,1,1,3,3,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2, ,2,1,4,1,1,2,2,4,1,1,2,1,4,1,5, ,2, ,0,2,3,1,1,5,5,5,22.6717057193248,2,7,1,1,1,10,1,2,3,0,0,0,1,0,0,0,0,0,1,1,0,2,3,4,1,128.4,7/16/2019,2019,2,1,.308130604931403,.324777395743759,.174140191800759,.301992470610863,.324909721148166,.351270168618791,0,0,0
1493,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,45,2,45,2, ,2, , , , , , , ,2, ,50,8,8,8,8,1,1,2,1,1,1,2,1,2,2,1,1,4,1,1,1,1,5,5,3,4,1,1,1,4,1,3,5,5,2,5,1,2,7,7,5,1, ,5,2,3,1,4,4,3,3,3,1,3,1,4,4,4,3,3,3,3,1,4,2,1,1,2, ,2,1,1,4,5,1,1,1,1,4,1,1,1,3,3,3,3,3,3,2,1,4,7,1,1,4, ,2,3,3,3,3,2,3,2,1,2,1,1,1,2,1,2,2,1,1,2,1, ,2,3,4,1,1,4,3,3,3,1,1,1,2,1,5, ,1,2,0,3,5,1,1,5,5,6,24.4048799841301,2,4,1, , , ,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,5,1,3, ,6/17/2019,2019,2,3,.07531170499585,.247322617904726,2.35269204602669,.0738114536291403,.247423385587028,4.74577708437025,0,0,0
1494, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,1,1,15,2, ,2, , , , , , , ,1,40,55,6,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,4,1,1,1,2,3,3,3,2,1,3,1,5,1,3,4,6,6,2,2,1,7,7,5,2,1,1,1,1,1,2,3,4,4,4,1,2,1,4,4,4,1,1,1,1,1,1,1,1,1,1, ,1,1,1,5,2,4,2,1,1,1,4,5,2,2,2,2,2,2,2,2,1,2,6,4,1,1,3,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2, ,2,1,5,1,4,4,4,4,3,3,1,1,4,1,3,1,2, ,1,3,1,2,4,2,1,1,38.019387755102,4,1,2,1,6,11,2,0,3, , , , , , , , , , , , ,2,1,4,1,21.2,2/19/2019,2019,2,1,2.04891796506745,2.1596109900714,.144743398460978,2.00810237103014,2.16049088935432,.291971873110243,0,0,0
